Research ID,Taxonomy Skill,NLP Score
5156754451,develop predictive models,0.10358337549856692
5156754451,build predictive models,0.10315963885411676
5135674943,microsoft power automate,0.08992422175415087
5135674943,compile gis data,0.08345044288518158
5115226437,remote sensing software,0.10832999188487934
5124428546,perform failure analysis of production process,0.08571655985337595
5124428546,root cause analysis software,0.0820014181306665
4749678331,record music,0.10973805792983678
4749678331,orchestrate music,0.0810229789353063
5090764997,teach food science,0.13352556733614743
5110510477,legal research software,0.09047433600379767
5135671241,monitor the welfare of animals,0.08255734692745949
4749678238,record music,0.11772236960347844
4749678238,orchestrate music,0.08691804149382183
4437048607,hec hms,0.11293437469473916
4437048607,hec ras,0.11109777196770948
5232322514,ge healthcare centricity laboratory,0.1240267427452368
5232322514,ge healthcare centricity practice solution,0.10998143274364014
5020219118,cadsoft design build,0.08546580517061554
5020219118,design an artificial lighting system,0.08513964778467653
4383312145,monitor heavy machinery,0.09456816000728813
5233077729,confer with event staff,0.16720423592453976
5233077729,universal tax systems taxwise,0.08117371347294607
5260257194,design firmware,0.10530420888249097
5263744302,dispose of soldering waste,0.08896061797277115
4911731743,simulation software,0.08179319695906238
4911731743,cadsoft design build,0.08121279345248851
5263780731,implement nursing care,0.09470373046607143
5263780731,evaluate nursing care,0.09289060125448657
5259716483,accounts payable software,0.1611253862300853
5262485373,manage technical security systems,0.09359674860025233
4971104039,plos computational biology,0.08184576470965137
4749678096,record music,0.10225236467694887
5204540679,project portfolio management ppm software,0.0809016870974462
5010410572,perform laboratory tests,0.10195634122386547
4437048593,hec hms,0.11293437469473916
4437048593,hec ras,0.11109777196770948
5186011742,conserve natural resources,0.10296451487020493
5186011742,career dimensions focus 2,0.08239446371810487
5093390590,iptor supply chain,0.10380568874895131
5093390590,ifs applications for supply chain management,0.09358190854960165
5093390590,meet deadlines,0.08848108166028817
5189660249,electronic document management system edms,0.10684584070417529
5189660249,objective electronic document management,0.08553398277914002
4984635353,cadsoft design build,0.08850838467230014
5189668382,electronic document management system edms,0.10684584070417529
5189668382,objective electronic document management,0.08553398277914002
5189838605,live streaming software,0.11857785907212424
5189838605,electronic filing software,0.08533536037265332
5087368347,prepare animals for veterinary surgery,0.10302017849873256
5161670281,apply advanced manufacturing,0.08482962997266787
5161670281,resolve shipment issues,0.08247831899200889
5255227454,conduct ecological research,0.09332692580748382
5090778557,develop forestry strategies,0.08192187617219696
5127055407,apply systemic design thinking,0.1409214930343602
5260255262,install plumbing systems,0.09382322331859808
5161565492,inspect agricultural fields,0.09746217765642101
5161565492,promote agricultural policies,0.0919851071822748
5161565492,operate agricultural machinery,0.08013374847022328
5270180971,remove concrete forms,0.11107023147132006
5223001208,process safety management software,0.09890793559683884
5223001208,plan manufacturing processes,0.08104448987169062
5270203488,sort textile items,0.09549129244187186
5221472903,failure modes analysis software,0.08715210072660484
5161670081,apply advanced manufacturing,0.08482962997266787
5161670081,resolve shipment issues,0.08247831899200889
5214144342,coordinate forestry research,0.08181576685330726
5127052891,use accounting systems,0.09742554733643441
4749678200,record music,0.09612700769609155
5262485998,adobe creative cloud software,0.12461722430261622
5262485998,design graphics,0.0936552594845956
5262485998,3d graphic design software,0.08960702878605536
5262485998,adobe illustrator,0.0857734664075842
5135673211,conserve natural resources,0.11361196843777889
5146714898,operate dealership management system,0.08808529094812886
5146714898,answer incoming calls,0.08084893887726612
5135669920,facilitate physical activity in the community,0.09796247538770449
5172223534,manage communicable disease,0.08757427113363264
5189664449,electronic document management system edms,0.10684584070417529
5189664449,objective electronic document management,0.08553398277914002
5189667025,electronic document management system edms,0.10684584070417529
5189667025,objective electronic document management,0.08553398277914002
5189665858,electronic document management system edms,0.10684584070417529
5189665858,objective electronic document management,0.08553398277914002
5189670305,electronic document management system edms,0.10684584070417529
5189670305,objective electronic document management,0.08553398277914002
5099207862,manage factory operations,0.08662799033265749
4749678366,record music,0.10730444101863323
5233116247,design electrical systems,0.0937446079651836
5018623006,american sign language asl browser,0.08382128384828572
5214147952,microsoft windows server,0.08256923219686207
5238888078,attend meetings,0.09165831006544234
5127055815,integrated construction management software,0.08740747874251519
5270201479,sort textile items,0.09582637513447884
5208869919,computer aided dispatch software,0.10448773453542608
5148424023,set up documentation control system,0.1841810471949636
5127055866,teach computer science,0.09966684639525332
5185988890,real time operating system rtos software,0.10653159392539428
5185988890,embedded systems development software,0.0874229719583472
5185988890,design firmware,0.08675474742548672
5185988890,embedded systems testing software,0.08232204236139165
5127056030,plan digital marketing,0.09372415055852772
5189582788,conserve natural resources,0.08133274302071145
5189582850,manage student admissions,0.08435990883545287
5029386208,google analytics,0.10152340076347893
5029386208,semrush,0.08770215881724717
5029386208,internet search engine software,0.08257397652171666
5207324140,project manager online projectmanager com,0.09521555297586091
4971211714,oracle beehive,0.08958485737555558
4971211714,assess heating and cooling systems,0.08464533349475364
5125178270,train air force crew,0.0917008630234967
5125178270,monitor field surveys,0.09044325040773185
5129729373,consult student s support system,0.08113799649265385
5161659848,apply advanced manufacturing,0.08482962997266787
5161659848,resolve shipment issues,0.08247831899200889
5100918683,record music,0.10355217426861515
5256906351,sort textile items,0.09669832503572191
5189977429,electronic document management system edms,0.10684584070417529
5189977429,objective electronic document management,0.08553398277914002
5236805022,calibrate laboratory equipment,0.08523491674919088
5236805022,perform laboratory tests,0.08201248945286048
5151133902,amazon web services aws software,0.1152870396482773
5151133902,automate cloud tasks,0.09414851779512244
5151133902,amazon web services aws cloudformation,0.0921743281021125
5151133902,solve technical problems,0.08593945225534039
5259677263,conduct veterinary consultation,0.08013046806826767
5259681490,conduct veterinary consultation,0.08260071987187356
5259714865,ge healthcare centricity laboratory,0.1104146390039798
5259714865,ge healthcare centricity practice solution,0.09539163094496748
5259892876,manage closed circuit television system,0.09144147059605323
5259937590,mapr converged data platform,0.08248532828038085
5129816943,transmission line simulators,0.10496186087151081
5260256530,install plumbing systems,0.09404463554790826
4749677154,record music,0.0838483591108502
5073457820,mathematics,0.08272162011666002
5262307649,apply case management,0.10180460611997467
5262307649,virtual case management,0.08757263124129051
5208838275,sort textile items,0.09651087401940371
4749677192,3d graphic design software,0.08451472866765948
5189665864,electronic document management system edms,0.10684584070417529
5189665864,objective electronic document management,0.08553398277914002
5064680088,perform procurement processes,0.1088335303444265
5064680088,negotiation,0.08625563932789404
5278735112,provide visitor information,0.08615811483585793
5278735112,front desk,0.08125572761983646
5207491462,take food and beverage orders from customers,0.10154824009784195
4654095918,respond to emergency calls for repairs,0.10296818731577835
5219458322,host trade delegations,0.08685971869330636
5113086096,move soil,0.09340486510575036
5260419973,oracle beehive,0.09789805101135646
5260419973,oracle clinical,0.0802292051075288
5135669576,teach principles of social work,0.08078091344438296
5125181406,move soil,0.08578080969005346
5207608386,operate two way radio systems,0.08111371177717128
5260257010,shape sheet metal objects,0.1927694584863612
5260257010,maintain air conditioning systems,0.13213374254444765
5260257010,repair metal sheets,0.08374865722303769
5245018178,verify product specifications,0.12107020150652795
5050432119,definiens developer,0.08645003794000164
5250213670,wastewater expert control systems,0.09221925683056714
5050420065,understand the needs of animals,0.11431595556128694
5050420065,monitor the welfare of animals,0.09442203047137998
5235783706,draft project documentation,0.08233904931736483
5250231300,3d graphic design software,0.10640338166919543
5233298399,operate control systems,0.08111025677400621
5082151213,monitor the welfare of animals,0.08278878453169743
5233298644,operate control systems,0.08263443623216442
5066358640,monitor the welfare of animals,0.08049319581261516
5050438304,prepare financial statements,0.09607384885650554
5050438304,maintain financial records,0.09105526975389348
5050438304,metricstream regulatory reporting,0.08203184078776063
5135566755,host trade delegations,0.10719425570525111
5135566755,process reservations,0.10033668090728495
5135566755,make reservations,0.09947965083468575
5260672978,assess the development of youth,0.08703932220856354
5197376077,iptor supply chain,0.10957765702553679
5197376077,brokerage software,0.0837951964006111
5197376077,freight,0.08091255387462475
5063511732,handle mergers and acquisitions,0.09396135069396704
5063511732,support implementation of quality management systems,0.08426630424927631
5280683464,clean particular areas manually,0.08479806375861379
5262256666,commercial driver s license information system cdlis,0.09965277405861159
5266923974,food safety labeling systems,0.08883400339934594
5042519581,coach team on visual merchandising,0.10512172961475937
5280770133,ensure products meet regulatory requirements,0.08704006294324534
5280770133,work in teams,0.08634578293535186
5270224075,load cargo,0.09103991752961445
4909983427,perform environmental remediation,0.09182383628780556
4909983427,remove contaminants,0.09109604366601215
5196706612,hvac tools software,0.08752351887608942
5196706612,give constructive feedback,0.08064066303015484
5245191757,use accounting systems,0.09187332911607206
5280942977,react to emergency situations in a live performance environment,0.0890184343989938
4978898774,design cloud architecture,0.09866832285413689
4978898774,microsoft azure software,0.09326998349323705
4978898774,platform as a service paas,0.08611167903420851
4978898774,software as a service saas,0.08404134961523979
5232461712,aldata warehouse management,0.09138616481704208
5232489633,case management system software,0.13735197559428275
5232489633,case management software,0.13735197559428275
5232489633,apply case management,0.118610879218688
5232489633,virtual case management,0.0995560929833559
5232515443,train security officers,0.09881936625780824
5129975695,meditech laboratory and microbiology,0.09690652708440255
5262258032,use packaging equipment,0.09053858771839655
5262258032,use hand tools,0.08205570556174915
5223030084,jobpack mes scheduler,0.1265314420964903
5184468183,oracle pl sql,0.09480045516771142
4817049733,equipment maintenance,0.09036236074323395
5207508795,lexisnexis shepard s citations service,0.09474347598057556
5135710183,develop account strategy,0.08224350725349926
5235788603,operate dealership management system,0.10017202859311738
5277100237,handle helpdesk problems,0.08329930133798366
5266923775,food safety labeling systems,0.0888751013549871
5259648980,conduct web searches,0.0974627587377471
5262325752,promote sustainability,0.08658604792385459
5277135420,food service solutions foodco,0.0872568000385711
5124540618,instruct others,0.08575264401665984
5278838587,maintain laboratory equipment,0.11067452457994105
5278892736,maintain material handling equipment,0.09088269589638441
5278892736,operate material handling equipment,0.08633696515310169
5277288181,electronic medical record emr systems,0.10638691500243401
5277288181,have computer literacy,0.08907992357711932
5277288181,patient electronic medical record emr software,0.08205740769798936
5262462368,electronic medical record emr systems,0.10677781267291407
5262462368,have computer literacy,0.08940723013180266
5262462368,patient electronic medical record emr software,0.08235891140748261
5245189112,financial accounting software,0.08886723176692166
5280879406,operate warehouse materials,0.09772063906933454
5280879406,fishbowl warehouse,0.09100547434396235
5272843369,primavera cost management,0.09960601413514275
5266920038,install plumbing systems,0.09434364175432437
5266922443,food safety labeling systems,0.08888633068915815
5266923077,food safety labeling systems,0.08882449037694133
5266924154,food safety labeling systems,0.0891112449152243
5262298937,compass software,0.08497531892045229
5221557324,google,0.09414629664374066
5175589891,conduct threat intelligence,0.1392265590206214
5175589891,identify security threats,0.08471407163644676
5146934827,provide healthcare services to patients in specialised medicine,0.08088945571226663
5250386870,iptor supply chain,0.10275664261449896
5250386870,perform procurement processes,0.09430935439099589
5164908264,debugging software,0.10115959894034378
5164908264,design computer network,0.09034789798196274
5164908264,reverse engineering software,0.0830764362588671
5164908264,programming languages,0.08211256282726238
5198599812,monitor heavy machinery,0.0932687290026943
5172064639,pricewaterhousecoopers teammate,0.08741463758978621
4355001743,monitor heavy machinery,0.09278837494254594
5214415236,identify new business opportunities,0.09164889054623937
5223023216,jobpack mes scheduler,0.10981442479205254
5235594973,iptor supply chain,0.10190942892232896
5235594973,google,0.10026165382828318
5235594973,google cloud software,0.08291934959472806
5235594973,ifs applications for supply chain management,0.0818620527769291
5232348187,iptor supply chain,0.10064516199260662
5232348187,google,0.09601755497884068
5232348187,capacity planning software,0.08587129819060105
5232348187,ifs applications for supply chain management,0.08187545778103048
5232348187,google cloud software,0.08074009858380884
5233157239,google workspace software,0.12014998412776652
5233157239,google,0.09318600576994504
5235861544,take food and beverage orders from customers,0.10303069679655015
5235861544,chef,0.09959839621498096
5189626729,operate steam turbine,0.09068784712227065
5235595706,google,0.10334132611672449
5236749526,analyse big data,0.11108737474048157
5236749526,informatica big data,0.09382215022624052
5236749526,oracle beehive,0.08785585621771237
5235766590,develop learning curriculum,0.08440219667768357
5153776459,monitor basic patients signs,0.08148650379617371
5188689419,electronic medical record emr systems,0.10653469307169916
5188689419,have computer literacy,0.08897204393936915
5188689419,patient electronic medical record emr software,0.08219044721640054
5125179897,take food and beverage orders from customers,0.11667670924961694
5186209281,evaluate nursing care,0.09158810640887596
5186209281,implement nursing care,0.09112543209908512
5221672712,create data models,0.10241238771489064
5262257577,shape sheet metal objects,0.19262797035631643
5262257577,maintain air conditioning systems,0.13203675956646332
5262257577,repair metal sheets,0.08368718772990692
5270179232,groundwater vistas,0.09941652736082089
5270179232,data mining software,0.08379941855201409
5262253438,operate oxy fuel welding torch,0.08848187110541196
5262256684,design process,0.09668014538169133
5262256684,adobe creative cloud software,0.08838215789796701
5195586580,jobpack mes scheduler,0.16857659594070684
5195586580,apply change management,0.08493189738537973
5259775721,applicant tracking software,0.08871213558052579
5259775721,assess candidates,0.08033409536905585
5266927485,definiens developer,0.0855964627585669
5208886732,manage communicable disease,0.09856460417785166
5015086090,oracle beehive,0.08910377424372656
5232497312,tax software,0.15748894784946485
5232497312,prepare tax returns forms,0.11551323231775415
5252574995,accounts payable software,0.14721907118389937
5252574995,use accounting systems,0.09692641557079323
5186213220,special education educational software,0.08185135499602693
5158302543,oracle database,0.11466962348760078
4355001104,monitor heavy machinery,0.09310092537867551
5235595727,google,0.09961427903874784
5235595727,google cloud software,0.09559779320470693
5262250534,fishbowl warehouse,0.08698233125982086
5262255726,fishbowl warehouse,0.0802779422100938
5125178231,take food and beverage orders from customers,0.11696103995686796
5266923519,food safety labeling systems,0.08915807435021475
5266922275,food safety labeling systems,0.08882449037694133
5113083441,coach team on visual merchandising,0.08570296002425405
5223031242,jobpack mes scheduler,0.1097269157174616
5232513318,train security officers,0.09881936625780824
5262523688,iptor supply chain,0.08760817287170529
5209048523,front desk,0.08165495722905021
5158303401,oracle database,0.11241992934685892
5238857943,apple ios,0.10062660612738136
5238857943,apple macos,0.09846595053711603
5235602523,google cloud software,0.10390146096380369
5235602523,google,0.08970685141115525
4780372026,installation,0.08317865682090321
5233145420,red hat enterprise linux,0.18335765522574857
5233145420,supervisory control and data acquisition scada software,0.09064804250020003
5233145420,red hat openshift,0.08658859832390962
5233145420,red hat ansible engine,0.08478126755231574
5233129095,red hat enterprise linux,0.18334418466160024
5233129095,supervisory control and data acquisition scada software,0.09064138294584483
5233129095,red hat openshift,0.08658223700091605
5233129095,red hat ansible engine,0.08477503900678961
5232511477,train security officers,0.09881936625780824
5245154760,oracle beehive,0.08434480013330042
5252574499,prepare tax returns forms,0.12421409170627302
5252574499,tax software,0.1000052902195464
5252574499,collect tax,0.08031286316743466
5272860022,primavera cost management,0.09955422565400895
5236877036,position patients undergoing interventions,0.08590782394114801
5259916392,remote sensing software,0.0897361335161042
5214122241,access management software,0.09203015777033707
5186017990,teach medical laboratory technology principles,0.099607711886842
5223018594,jobpack mes scheduler,0.11027377612854884
5195608521,achieve sales targets,0.09348801182191678
5195608521,sell cosmetics,0.08484298709210152
5164911001,debugging software,0.10270160070507804
5164911001,design computer network,0.09172509421037381
5164911001,reverse engineering software,0.08434279172746235
5164911001,programming languages,0.08336422572542355
5118177263,web framework software,0.08494400333294214
5235541179,jobpack mes scheduler,0.11111182782130985
5266929102,monitor banking activities,0.087903236725976
5272842880,primavera cost management,0.09951364599646946
5142826298,requirements management software,0.09972795416354514
5177428476,manage logistics,0.1089622045219169
5259760759,create digital content,0.09762291448958489
5259760759,develop digital content,0.09602722689274473
5259760759,integrate and re elaborate digital content,0.09240102890100745
5223275892,monitor contractor performance,0.09088885990458322
5223275892,complete report sheets of activity,0.0878028638818009
5146933778,provide healthcare services to patients in specialised medicine,0.08009321958296349
5260318517,adapt to changing situations,0.10016945401626252
5259863212,wash the laundry,0.08449543603886228
5262484589,make legislative decisions,0.10053953899105073
5259914563,inspect building systems,0.08186306131738923
4628722203,coordinate the ship crew,0.09742020372444127
4628722203,chef,0.08850742147783444
4628722203,prepare dietary meals,0.08267451852074258
5195587998,jobpack mes scheduler,0.17786698134362364
5195587998,monitor manufacturing impact,0.0829576825450837
5277091756,install plumbing systems,0.0941982359798928
5277097592,handle helpdesk problems,0.08329930133798366
5277134736,provide legal advice,0.11020489058471757
5277134736,manage intellectual property rights,0.09051710468210948
5212556478,conduct threat intelligence,0.08837999153411143
5209050219,unload equipment,0.08090248866638089
5208978394,teach food science,0.08922444344488256
5252573128,handle mail,0.09487096707448235
5252573128,front desk,0.08645491241059326
5111260297,monitor the welfare of animals,0.08910637417833929
5107820794,monitor the welfare of animals,0.0815381952992191
5066359428,repairing,0.09751505753636455
5235768052,enterprise resource planning erp system,0.08143714540520099
5186012382,follow standards for machinery safety,0.08354384122831505
5186011972,assume responsibility,0.08983253839586351
5262484929,salesforce marketing cloud,0.13667054157116165
5186009329,manage radiology information system,0.08251473796009384
5245211392,iptor supply chain,0.08540152540792094
5245239917,educate on emergency management,0.0824822867483398
4394840242,monitor heavy machinery,0.09243771913982424
5186010127,manage radiology information system,0.0815336085794485
5049468055,prepare tax returns forms,0.09892292828145889
5049468055,analyse market financial trends,0.08361148029493497
4983185840,design firmware,0.09954795747255568
4983185840,embedded systems testing software,0.09429827796280837
4983185840,oracle beehive,0.08418457646455221
4983185840,design hardware,0.08340321668449291
5186012589,respond to nuclear emergencies,0.12474607366406801
5238910166,splunk enterprise,0.16134027359156278
5238992762,supervise merchandise displays,0.0800002321366082
5186012311,funeducation outstart trainer,0.09678960876090527
5186010369,edimis anesthesia manager,0.1250237552559439
5186010369,anesthesia machine software,0.10436300942652578
5186009081,follow standards for machinery safety,0.0804174713051122
5186007934,treat speech disorders,0.10072616767379326
5186123250,manage radiology information system,0.0815336085794485
5186007733,follow standards for machinery safety,0.08164677988812066
5262457358,place orders for clothing merchandise,0.1372521753260759
5262457358,route,0.1035015599376337
5262457358,sales software,0.09828898924973856
5262457358,bmobile technology sales,0.08586789054754468
5267036967,collect industrial waste,0.1102805801368749
5267036967,educate on hazardous waste,0.08891715429155726
5186126089,manage radiology information system,0.08013945530246694
5267088967,make legislative decisions,0.10482480204739
5154775521,amazon web services aws software,0.1281107753288483
5154775521,amazon web services aws cloudformation,0.09780841596762639
5186012270,follow standards for machinery safety,0.0852528248549644
5232323384,microsoft access,0.11958220402733759
5232323384,perform data mining,0.11361967571891354
5232323384,data mining software,0.10747232573292685
5232323384,microsoft excel,0.09609850365324156
4628722200,chef,0.1145447342277655
5186009989,perform endoscopy,0.09007156472337575
5186007771,assume responsibility,0.08854665640845903
5186011744,set safety and security standards,0.11743128625682903
5186011744,ensure public safety and security,0.08447859850641307
5250383489,figma,0.08747353081898183
5214298715,attend meetings,0.09344572590853102
5186012353,jobpack mes scheduler,0.09657833022355898
5186011879,treat speech disorders,0.1063437307814558
5195612782,scala,0.08306208118910838
5282397629,teach digital literacy,0.12241318857566304
5235710780,clinical trial management software,0.09877333743116455
5235710780,oracle clinical,0.09498357368159985
5235710780,oracle beehive,0.08424459495329278
5283932129,fishbowl warehouse,0.08013249201845768
5236615439,commercial driver s license information system cdlis,0.0996701169361621
5186008237,assume responsibility,0.09108450478959512
5186007589,funeducation outstart trainer,0.12083695144142845
5236877133,load cargo,0.1063362754869384
5186007747,implement nursing care,0.09409744499545145
5186007747,evaluate nursing care,0.09229592328751962
5253729440,maintain store cleanliness,0.09190843280644903
5214096554,assist students with equipment,0.08806897138936662
5186009450,maintain air conditioning systems,0.09858914699302589
5186010780,implement nursing care,0.09415484128238773
5186010780,evaluate nursing care,0.09235222070660805
5235836849,clean toilet facilities,0.09027976370991363
5186007869,apply case management,0.084443895227198
5186007245,assess heating and cooling systems,0.12659403746223533
5186007342,carry out invasive cardiovascular procedures,0.14581467913852098
5186011664,assume responsibility,0.09464446859777034
5186010895,implement nursing care,0.09102831823009923
5186010895,evaluate nursing care,0.0892855558061463
5186012557,edimis anesthesia manager,0.1176888571046567
5186012557,anesthesia machine software,0.0982402366515575
5186010710,maintain air conditioning systems,0.10585924662322657
5186010307,edimis anesthesia manager,0.1176888571046567
5186010307,anesthesia machine software,0.0982402366515575
5186010837,microsoft windows xp,0.11263506641830967
5186010837,microsoft office outlook,0.09394235216006998
5204743971,php,0.08402736409184164
5186009368,implement nursing care,0.09412720326789506
5186009368,evaluate nursing care,0.09232511182957577
5253729179,maintain store cleanliness,0.09190843280644903
5253729508,maintain store cleanliness,0.09190843280644903
5270182844,geographic information system gis databases,0.09454681940707642
5270182844,esri arcgis,0.08693256011108744
5259679582,train reception staff,0.08931825663274552
5186011286,maintain air conditioning systems,0.09369650268971476
5253730056,maintain store cleanliness,0.09190843280644903
5186010178,assume responsibility,0.08607717942420302
5186008097,funeducation outstart trainer,0.15884492534968128
5211160694,make reservations,0.09889908044888639
5211160694,process reservations,0.09513647756029885
5211160694,adapt to changing situations,0.09122468052694271
5186007579,carry out invasive cardiovascular procedures,0.1455111102095531
5186011926,assume responsibility,0.09049076879035776
5186009075,edimis anesthesia manager,0.12424276473244576
5186009075,anesthesia machine software,0.10371108114938353
5186010821,follow standards for machinery safety,0.08354384122831505
5186015340,manage radiology information system,0.0815336085794485
5186007690,implement nursing care,0.09449698128293807
5186007690,evaluate nursing care,0.09268781034186237
5186007363,carry out invasive cardiovascular procedures,0.1986126108620329
5238905199,splunk enterprise,0.16857953316167956
5235647053,apply wound dressings,0.08801935662744034
5216086220,teach chemistry,0.08088411889312021
5186009463,maintain air conditioning systems,0.09836365906900285
5186011933,omnimd sports medicine ehr,0.1834675692916969
5186011933,funeducation outstart trainer,0.09699768930096468
5186011933,motivate in sports,0.08249068668769582
5186011028,assume responsibility,0.08525732070214612
5253724404,maintain store cleanliness,0.09190843280644903
5253724415,maintain store cleanliness,0.09190843280644903
5255316821,electronic tracking device software,0.11463242995295471
5255316821,handheld computer device software,0.0907477206571146
5270295199,identify new business opportunities,0.0901265056705468
5215852524,configuration management software,0.13050694541097407
5224594628,perform multiple tasks at the same time,0.08557958728207361
5186008948,follow standards for machinery safety,0.08214961499744045
5186011446,follow standards for machinery safety,0.08164677988812066
5186007748,funeducation outstart trainer,0.08242814339220182
5186008009,carry out invasive cardiovascular procedures,0.19721815730159614
5186009790,omnimd sports medicine ehr,0.09000916678964058
5186007911,omnimd sports medicine ehr,0.08135608979837992
5177501710,sap netweaver,0.09305797490524231
5177501710,sap software,0.08218855644508202
5186011561,follow standards for machinery safety,0.08214961499744045
5186010309,respond to nuclear emergencies,0.08564272731009615
5186010878,microsoft windows xp,0.08527883265616888
5186010104,carry out invasive cardiovascular procedures,0.13713165978814176
5186017985,use cooking techniques,0.12376222489053618
5186017985,ensure sanitation,0.0825692428130489
5236656996,mulesoft software,0.16854493403454893
5236656996,apache kafka,0.1346662439081715
5265687330,salesforce marketing cloud,0.12445692506727334
5259678562,compass software,0.08613340575148308
5259679722,servicenow,0.08084563006879986
5196623620,implement nursing care,0.09418150160019569
5196623620,evaluate nursing care,0.09237837060523009
5186127275,follow standards for machinery safety,0.08354384122831505
5252410787,handle mergers and acquisitions,0.09522711514297177
5186008378,respond to nuclear emergencies,0.12474607366406801
5186012604,assume responsibility,0.08168974612304304
5223148325,inteproc material requirements planning,0.08982102040551228
5223148325,assist in military logistics,0.08062071713814245
5238904366,manage packaging material,0.0836715932127482
5262258594,assist students with equipment,0.08823044205128108
5186010708,assume responsibility,0.09230091733403686
5186012006,microsoft windows xp,0.11244484992679882
5186012006,microsoft office outlook,0.0937837036574287
5177496820,sap netweaver,0.09209913186782025
5177496820,sap software,0.08134170881935857
5262258100,advise on lesson plans,0.08344803319039099
5262506531,apply navy operation procedures,0.08250272494189781
5271739574,sap netweaver,0.09304600135648797
5271739574,sap software,0.08217798143860196
5186007596,omnimd sports medicine ehr,0.09024958392318531
5224636581,mainsaver asset management,0.10389064853413442
5224636581,asset management software,0.08069469111990592
5186124571,administer anaesthetics to patients,0.08160216145553947
5104990527,disassemble equipment,0.09566680273913758
5104990527,replace defect components,0.09194558869452689
5104990527,test electrical equipment,0.0872774026659435
5104990527,assemble electrical components,0.0844332217258544
5104990527,shape sheet metal objects,0.0826311355615037
5283030816,maintain sprinkler systems,0.08535701470502682
5269409866,pour concrete,0.1319847618597537
5269409866,remove concrete forms,0.11842702153220466
5233343676,prepare broadcasts,0.13895883123081884
5233343676,operate a camera,0.10328829626984662
5269418789,pack stone products,0.08368942299485921
5246867211,navigation software,0.09946215163642118
5236938782,route,0.14520997682684805
5233326883,e verify,0.14390234660618662
5238246829,accela permits plus,0.12773693911951814
5105003789,provide postnatal care,0.0875644182616562
